username,hotel_name,rating
rcarman1622,Hilton Garden Inn Minneapolis/Maple Grove,5
mjulianxyz,Hilton Garden Inn Minneapolis/Maple Grove,1
Chris R,Hilton Garden Inn Minneapolis/Maple Grove,5
Timothy K,Hilton Garden Inn Minneapolis/Maple Grove,5
Cruiser652983,Courtyard by Marriott Charlotte University Research Park,5
scottsmith2019,Courtyard by Marriott Charlotte University Research Park,5
mukdennnis,Courtyard by Marriott Charlotte University Research Park,3
WorldTravelRod,Courtyard by Marriott Charlotte University Research Park,5
FoodieSports,Courtyard by Marriott Charlotte University Research Park,4
D. Aaronson,Courtyard by Marriott Charlotte University Research Park,5
Molly66,Courtyard by Marriott Charlotte University Research Park,4
Mark H,Courtyard by Marriott Charlotte University Research Park,4
Michael T,Courtyard by Marriott Charlotte University Research Park,4
Jill,Courtyard by Marriott Charlotte University Research Park,4
Tabitha R,Courtyard by Marriott Charlotte University Research Park,3
munchkinkaty,Courtyard by Marriott Charlotte University Research Park,4
WilliamsPHR,Courtyard by Marriott Charlotte University Research Park,4
Mark S,Courtyard by Marriott Charlotte University Research Park,4
Elizabeth R,Courtyard by Marriott Charlotte University Research Park,5
Mike From Back East,Holiday Inn Express Winnipeg Airport Polo Park,4
Zoe B,Holiday Inn Express Winnipeg Airport Polo Park,4
Jean-Marc B,Holiday Inn Express Winnipeg Airport Polo Park,3
Rob F,Holiday Inn Express Winnipeg Airport Polo Park,2
Aileen M,Holiday Inn Express Winnipeg Airport Polo Park,4
gwenm967,Holiday Inn Express Winnipeg Airport Polo Park,3
janej0hns,Holiday Inn Express Winnipeg Airport Polo Park,5
Tabby C,Holiday Inn Express Winnipeg Airport Polo Park,2
Zeth O,Holiday Inn Express Winnipeg Airport Polo Park,4
Tazzwald,Holiday Inn Express Winnipeg Airport Polo Park,3
jacqui3744,Holiday Inn Express Winnipeg Airport Polo Park,4
Deborah A,Holiday Inn Express Winnipeg Airport Polo Park,1
Fiona M,Holiday Inn Express Winnipeg Airport Polo Park,3
andie1316,Holiday Inn Express Winnipeg Airport Polo Park,1
ARB6004,Holiday Inn Express Winnipeg Airport Polo Park,5
daaf01,San Mateo Marriott San Francisco Airport,3
Steve F,San Mateo Marriott San Francisco Airport,4
Ben,San Mateo Marriott San Francisco Airport,3
Han-Hsien Tuan,San Mateo Marriott San Francisco Airport,5
JonnyBlaze777,San Mateo Marriott San Francisco Airport,5
Jill J,San Mateo Marriott San Francisco Airport,1
Hedin,San Mateo Marriott San Francisco Airport,5
kadels_s,San Mateo Marriott San Francisco Airport,4
Bay-Area-Grandma,San Mateo Marriott San Francisco Airport,5
Declan K,San Mateo Marriott San Francisco Airport,3
SHS77JJ,San Mateo Marriott San Francisco Airport,4
Snowbunny8358,San Mateo Marriott San Francisco Airport,1
mariannap670,San Mateo Marriott San Francisco Airport,5
Patrick L,San Mateo Marriott San Francisco Airport,4
jake6K6,San Mateo Marriott San Francisco Airport,3
CharleneD,Cape Pillars Boutique Hotel,4
andriesvanaarde,Cape Pillars Boutique Hotel,5
events983,Cape Pillars Boutique Hotel,5
ericfanchini,Cape Pillars Boutique Hotel,4
VeeBee456,Cape Pillars Boutique Hotel,5
Erika,Cape Pillars Boutique Hotel,5
GrandTour55902056066,Cape Pillars Boutique Hotel,5
Sunshine32632880965,Cape Pillars Boutique Hotel,4
annalenek,Cape Pillars Boutique Hotel,5
Freedom66796999535,Cape Pillars Boutique Hotel,5
Departure32699509126,Cape Pillars Boutique Hotel,5
Journey04804934354,Cape Pillars Boutique Hotel,5
Journey52312682059,Cape Pillars Boutique Hotel,5
Culture45527106900,Cape Pillars Boutique Hotel,4
Dream55789386641,Cape Pillars Boutique Hotel,3
jocortes14,The Pinnacle Hotel Harbourfront,5
paulyn2016,The Pinnacle Hotel Harbourfront,5
jpe1260,The Pinnacle Hotel Harbourfront,5
meswift,The Pinnacle Hotel Harbourfront,5
Kay D,The Pinnacle Hotel Harbourfront,5
117angelo,The Pinnacle Hotel Harbourfront,3
nomad712,The Pinnacle Hotel Harbourfront,5
Jessie,The Pinnacle Hotel Harbourfront,2
Jenecebc,The Pinnacle Hotel Harbourfront,5
Kutakuma,The Pinnacle Hotel Harbourfront,5
brett581,The Pinnacle Hotel Harbourfront,4
Nicole,The Pinnacle Hotel Harbourfront,4
Explorer46257071371,The Pinnacle Hotel Harbourfront,5
jessarnouse,The Pinnacle Hotel Harbourfront,5
rjames721,The Pinnacle Hotel Harbourfront,2
SoilDoctor,Hampton Inn & Suites Winston-Salem / University Area,3
jgrandsts,Hampton Inn & Suites Winston-Salem / University Area,5
Phil M,Hampton Inn & Suites Winston-Salem / University Area,5
jrobinson2020,Hampton Inn & Suites Winston-Salem / University Area,5
