name,url,Country,Region,Street,Zip,location,property_amenties,room_features,hotel_style,hotel_class,price,hotel_score_reviews,totalReview,location_score,cleanliness_score,service_score,value_score
Toronto Marriott Bloor Yorkville Hotel,https://www.tripadvisor.in/Hotel_Review-g155019-d185237-Reviews-Toronto_Marriott_Bloor_Yorkville_Hotel-Toronto_Ontario.html,Canada,Canada Ontario Toronto Midtown / Rosedale-Moore Park / Old Toronto,90 Bloor Street East,M4W 1A7,"90 Bloor Street East, Toronto, Ontario M4W 1A7 Canada",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Bar_lounge Bicycle_rental Babysitting Pets_Allowed_(_Dog_Pet_Friendly_) Car_hire ,Allergy-free_room Soundproof_rooms Air_conditioning Housekeeping Room_service Safe Flatscreen_TV ,Business Family ,4,4778,4,1325,4.5,4.5,4.5,4
Comfort Hotel Tokyo Higashi Nihonbashi,https://www.tripadvisor.in/Hotel_Review-g1066444-d1089700-Reviews-Comfort_Hotel_Tokyo_Higashi_Nihonbashi-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,Japan,Japan Kanto Tokyo Prefecture Tokyo Chuo Ginza / Tokyo Nihonbashi,"1-10-11 Bakurocho, Nihonbashi",103-0002,"1-10-11 Bakurocho, Nihonbashi, Chuo 103-0002 Tokyo Prefecture",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Hot_tub Free_breakfast Fax_photocopying Baggage_storage Newspaper 24-hour_front_desk ,Air_conditioning Iron Refrigerator Flatscreen_TV ,Budget Quiet ,3,1483,4,359,4,4.5,4,4
Holiday Inn Helsinki City Centre,https://www.tripadvisor.in/Hotel_Review-g189934-d274641-Reviews-Holiday_Inn_Helsinki_City_Centre-Helsinki_Uusimaa.html,Finland,Finland Uusimaa Helsinki Vironniemi,Elielinaukio 5,100,"Elielinaukio 5, Helsinki 00100 Finland",Parking Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Bar_lounge Pets_Allowed_(_Dog_Pet_Friendly_) Business_Center_with_Internet_Access Conference_facilities Baggage_storage ,Air_conditioning Housekeeping Room_service Minibar Flatscreen_TV ,Business Centrally_Located ,4,1781.5,4,1160,5,4.5,4,4
Hilton Waikiki Beach,https://www.tripadvisor.in/Hotel_Review-g60982-d209422-Reviews-Hilton_Waikiki_Beach-Honolulu_Oahu_Hawaii.html,United States,United States Hawaii Oahu Honolulu Waikiki,2500 Kuhio Avenue,96815-3671,"2500 Kuhio Avenue, Honolulu, Oahu, HI 96815-3671",Electric_vehicle_charging_station Wifi Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Bicycle_rental Evening_entertainment Car_hire ,Air_conditioning Housekeeping Private_balcony Room_service Safe Refrigerator Flatscreen_TV On-demand_movies ,Mountain_View Centrally_Located ,4,2794,4,5490,4.5,4.5,4.5,4
Warwick Hotel Rittenhouse Square,https://www.tripadvisor.in/Hotel_Review-g60795-d96737-Reviews-Warwick_Hotel_Rittenhouse_Square-Philadelphia_Pennsylvania.html,United States,United States Pennsylvania Philadelphia City Center West,220 S 17th St,19103-6303,"220 S 17th St, Philadelphia, PA 19103-6303",Electric_vehicle_charging_station Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Bar_lounge Nightclub_DJ Babysitting Pets_Allowed_(_Dog_Pet_Friendly_) Business_Center_with_Internet_Access ,Air_conditioning Housekeeping Room_service Safe Iron Flatscreen_TV ,Quiet Modern ,4,2677.5,4,2692,4.5,4.5,4.5,4
"Country Inn & Suites by Radisson, Portland, TX",https://www.tripadvisor.in/Hotel_Review-g56485-d224500-Reviews-Country_Inn_Suites_by_Radisson_Portland_TX-Portland_Texas.html,United States,United States Texas Texas Gulf Coast Portland,1705 Highway 181 North,78374-4147,"1705 Highway 181 North, Portland, TX 78374-4147",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Golf_course Business_Center_with_Internet_Access Meeting_rooms ,Air_conditioning Housekeeping Microwave Refrigerator Flatscreen_TV ,,3,1183.5,4,246,4.5,4,4.5,4
Fort Lauderdale Marriott North,https://www.tripadvisor.in/Hotel_Review-g34227-d87236-Reviews-Fort_Lauderdale_Marriott_North-Fort_Lauderdale_Broward_County_Florida.html,United States,United States Florida Fort Lauderdale,6650 N Andrews Ave,33309-2134,"6650 N Andrews Ave, Fort Lauderdale, FL 33309-2134",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Kids_stay_free Conference_facilities Banquet_room ,Air_conditioning Housekeeping Private_balcony Room_service Refrigerator Flatscreen_TV ,Green Business ,4,2058.5,4,1868,4,4.5,4.5,4
Quality Inn Ingleside - Corpus Christi,https://www.tripadvisor.in/Hotel_Review-g56024-d106074-Reviews-Quality_Inn_Ingleside_Corpus_Christi-Ingleside_Texas.html,United States,United States Texas Ingleside,2800 State Highway 361,78362-4237,"2800 State Highway 361, Ingleside, TX 78362-4237",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Kids_stay_free Business_Center_with_Internet_Access Fax_photocopying ,Air_conditioning Housekeeping Safe Telephone Coffee_tea_maker Microwave Flatscreen_TV Hair_dryer ,,2,1164,5,95,4.5,5,5,4.5
Holiday Inn Express Philadelphia-Midtown,https://www.tripadvisor.in/Hotel_Review-g60795-d96705-Reviews-Holiday_Inn_Express_Philadelphia_Midtown-Philadelphia_Pennsylvania.html,United States,United States Pennsylvania Philadelphia,1305 Walnut St,19107-4566,"1305 Walnut St, Philadelphia, PA 19107-4566",Paid_public_parking_on-site Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Video_game_console Shuttle_bus_service Business_Center_with_Internet_Access ,Air_conditioning Desk Housekeeping Interconnected_rooms_available Coffee_tea_maker Refrigerator Flatscreen_TV Bath_shower ,Family Mid-range ,3,2526,4,1226,4.5,4.5,4,4
Courtyard by Marriott Toronto Downtown,https://www.tripadvisor.in/Hotel_Review-g155019-d186891-Reviews-Courtyard_by_Marriott_Toronto_Downtown-Toronto_Ontario.html,Canada,Canada Ontario Toronto Downtown / Church and Wellesley (The Village) / Church-Yonge Corridor / Old Toronto,475 Yonge Street,M4Y 1X7,"475 Yonge Street, Toronto, Ontario M4Y 1X7 Canada",Valet_parking Wifi Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Car_hire Conference_facilities Banquet_room ,Allergy-free_room Air_conditioning Housekeeping Room_service Safe Iron Refrigerator Flatscreen_TV ,Mid-range Centrally_Located ,3,2038.5,4,923,4.5,4.5,4,4
Grand Hi-Lai Hotel Kaohsiung,https://www.tripadvisor.in/Hotel_Review-g13806805-d306394-Reviews-Grand_Hi_Lai_Hotel_Kaohsiung-Qianjin_Kaohsiung.html,Taiwan,Taiwan Kaohsiung Qianjin,"No.266 Chenggong First Road, Qianjin District",801,"No.266 Chenggong First Road, Qianjin District, Kaohsiung 801 Taiwan",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Bicycle_rental Airport_transportation Business_Center_with_Internet_Access ,Air_conditioning Room_service Safe VIP_room_facilities Minibar Flatscreen_TV ,Great_View Quiet ,5,1366.5,4.5,995,4.5,4.5,4.5,4
Marine Surf Waikiki,https://www.tripadvisor.in/Hotel_Review-g60982-d87039-Reviews-Marine_Surf_Waikiki-Honolulu_Oahu_Hawaii.html,United States,United States Hawaii Oahu Honolulu Waikiki,364 Seaside Ave,96815-2532,"364 Seaside Ave, Honolulu, Oahu, HI 96815-2532",Free_parking Free_High_Speed_Internet_(WiFi) Pool Restaurant Bicycle_rental Golf_course Children's_television_networks Airport_transportation ,Air_conditioning Desk Private_balcony Seating_area Kitchenette Microwave DVD_CD_player Bath_shower ,Centrally_Located ,3,2108,4,115,4.5,3.5,3.5,4
Ibis Bangkok Sathorn,https://www.tripadvisor.in/Hotel_Review-g293916-d1140504-Reviews-Ibis_Bangkok_Sathorn-Bangkok.html,Thailand,Thailand Bangkok Sathorn / Thung Maha Mek,"29/9 Soi Ngam Duphli, Rama IV Rd. Sathon",10120,"29/9 Soi Ngam Duphli, Rama IV Rd. Sathon, Bangkok 10120 Thailand",Free_parking Free_High_Speed_Internet_(WiFi) Bar_lounge Babysitting Pets_Allowed_(_Dog_Pet_Friendly_) Car_hire Meeting_rooms Fax_photocopying ,Blackout_curtains Air_conditioning Desk Housekeeping Interconnected_rooms_available Coffee_tea_maker Flatscreen_TV Bath_shower ,,3,390,4,1532,3.5,4,4,4
Thong Ta Resort,https://www.tripadvisor.in/Hotel_Review-g293916-d1079563-Reviews-Thong_Ta_Resort-Bangkok.html,Thailand,Thailand Bangkok Lat Krabang,1894 Lad Krabang Road Latkrabang,10520,"1894 Lad Krabang Road Latkrabang, Bangkok 10520 Thailand",Free_High_Speed_Internet_(WiFi) Restaurant Free_airport_transportation Fax_photocopying Massage Baggage_storage Concierge 24-hour_front_desk ,Air_conditioning VIP_room_facilities ,Budget ,1,288.5,3.5,1100,4,4,3.5,4
Hampton Inn Beaumont,https://www.tripadvisor.in/Hotel_Review-g60737-d107407-Reviews-Hampton_Inn_Beaumont-Beaumont_Texas.html,United States,United States Texas Texas Gulf Coast Beaumont,3795 Interstate 10 S,77705-4228,"3795 Interstate 10 S, Beaumont, TX 77705-4228",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Business_Center_with_Internet_Access Meeting_rooms Spa ,Air_conditioning Safe Microwave Flatscreen_TV ,Mid-range ,3,1213.5,3.5,584,4,3.5,4,3.5
Hampton Inn Jacksonville East Regency Square,https://www.tripadvisor.in/Hotel_Review-g60805-d295756-Reviews-Hampton_Inn_Jacksonville_East_Regency_Square-Jacksonville_Florida.html,United States,United States Florida Jacksonville,1021 Hospitality Ln I-295 East Beltway at Monument Road,32225-7415,"1021 Hospitality Ln I-295 East Beltway at Monument Road, Jacksonville, FL 32225-7415",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Business_Center_with_Internet_Access Meeting_rooms Baggage_storage ,Air_conditioning Safe Microwave Flatscreen_TV ,Budget Quiet ,3,1246.5,4,651,4.5,4,4,4
The Sherwood Taipei,https://www.tripadvisor.in/Hotel_Review-g13806900-d302768-Reviews-The_Sherwood_Taipei-Songshan_Taipei.html,Taiwan,Taiwan Taipei Songshan,"No.111 Section 3, Minsheng East Road, Songshan Dist.",105,"No.111 Section 3, Minsheng East Road, Songshan Dist., Taipei 105 Taiwan",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Airport_transportation Business_Center_with_Internet_Access Conference_facilities ,Air_conditioning Room_service Safe VIP_room_facilities Minibar Flatscreen_TV ,Classic Family ,5,1523.5,4.5,1208,4,4.5,4.5,4
La Dolce Vita Resort & Spa,https://www.tripadvisor.in/Hotel_Review-g32847-d119407-Reviews-La_Dolce_Vita_Resort_Spa-Palm_Springs_Greater_Palm_Springs_California.html,United States,United States California California Desert Greater Palm Springs Palm Springs,1491 S Via Soledad,92264-8460,"1491 S Via Soledad, Palm Springs, Greater Palm Springs, CA 92264-8460",Free_parking Free_High_Speed_Internet_(WiFi) Pool Sauna Free_breakfast Fax_photocopying Spa Adults_only ,Air_conditioning Housekeeping Safe Kitchenette Microwave Refrigerator Flatscreen_TV ,Great_View Mid-range ,3,2317,4.5,556,4.5,4.5,5,4.5
Fairfield Inn & Suites by Marriott St. Augustine I-95,https://www.tripadvisor.in/Hotel_Review-g34599-d1513266-Reviews-Fairfield_Inn_Suites_by_Marriott_St_Augustine_I_95-St_Augustine_Florida.html,United States,United States Florida St. Augustine,305 Outlet Mall Blvd,32084-2597,"305 Outlet Mall Blvd, St. Augustine, FL 32084-2597",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Bowling_offsite Patio Kids_stay_free ,Blackout_curtains Desk Housekeeping Seating_area Coffee_tea_maker Cable_satellite_TV Sofa_bed Bath_shower ,Business Green ,2,1482,4,642,4.5,4.5,4.5,4.5
Courtyard by Marriott Waikiki Beach,https://www.tripadvisor.in/Hotel_Review-g60982-d219292-Reviews-Courtyard_by_Marriott_Waikiki_Beach-Honolulu_Oahu_Hawaii.html,United States,United States Hawaii Oahu Honolulu Waikiki,400 Royal Hawaiian Ave,96815-2837,"400 Royal Hawaiian Ave, Honolulu, Oahu, HI 96815-2837",Valet_parking Wifi Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Kids_stay_free Taxi_service Conference_facilities ,Air_conditioning Housekeeping Private_balcony Kitchenette Refrigerator Flatscreen_TV ,Mid-range Centrally_Located ,3,2647,3.5,639,4,4,4,3.5
Hampton Inn Manhattan-Chelsea,https://www.tripadvisor.in/Hotel_Review-g60763-d268216-Reviews-Hampton_Inn_Manhattan_Chelsea-New_York_City_New_York.html,United States,United States New York New York City Tenderloin / Chelsea,108 West 24th Street,10011-1902,"108 West 24th Street, New York City, NY 10011-1902",Valet_parking Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Free_breakfast Pets_Allowed_(_Dog_Pet_Friendly_) Car_hire Business_Center_with_Internet_Access Baggage_storage ,Allergy-free_room Air_conditioning Safe Flatscreen_TV ,Green Family ,3,2481.5,4.5,2333,4.5,4.5,4.5,4
The Hollis Halifax - a DoubleTree Suites by Hilton,https://www.tripadvisor.in/Hotel_Review-g154976-d182772-Reviews-The_Hollis_Halifax_a_DoubleTree_Suites_by_Hilton-Halifax_Halifax_Regional_Municipality_.html,Canada,Canada Nova Scotia Halifax Regional Municipality Halifax South End / Downtown Halifax,1649 Hollis St,B3J 1V8,"1649 Hollis St, Halifax, Nova Scotia B3J 1V8 Canada",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Business_Center_with_Internet_Access Conference_facilities Baggage_storage ,Air_conditioning Desk Interconnected_rooms_available Room_service Kitchenette Microwave Flatscreen_TV On-demand_movies ,Marina_View Great_View ,4,1584.5,4.5,1835,5,4.5,4.5,4.5
Apt Suites,https://www.tripadvisor.in/Hotel_Review-g60805-d88395-Reviews-Apt_Suites-Jacksonville_Florida.html,United States,United States Florida Jacksonville,812 Dunn Ave,32218-4803,"812 Dunn Ave, Jacksonville, FL 32218-4803",Free_parking Parking Free_internet Outdoor_pool Pets_Allowed_(_Dog_Pet_Friendly_) BBQ_facilities 24-hour_front_desk Laundry_service ,Air_conditioning Housekeeping Flatscreen_TV ,Budget ,2,572,2.5,202,3.5,3,3.5,3.5
MOXY New Orleans Downtown/French Quarter Area,https://www.tripadvisor.in/Hotel_Review-g60864-d235216-Reviews-MOXY_New_Orleans_Downtown_French_Quarter_Area-New_Orleans_Louisiana.html,United States,United States Louisiana New Orleans Central Business District / Warehouse/Central Business District,210 O'Keefe Ave,70112-1535,"210 O'Keefe Ave, New Orleans, LA 70112-1535",Paid_private_parking_nearby Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Bar_lounge Pets_Allowed_(_Dog_Pet_Friendly_) Fax_photocopying Newspaper Non-smoking_hotel ,Air_conditioning Housekeeping Safe Flatscreen_TV ,Quirky_Hotels Modern ,3,2181.5,4,367,4.5,4,4,4
La Quinta Inn by Wyndham Queens (New York City),https://www.tripadvisor.in/Hotel_Review-g48080-d570101-Reviews-La_Quinta_Inn_by_Wyndham_Queens_New_York_City-Long_Island_City_Queens_New_York.html,United States,United States New York Queens Long Island City,3718 Queens Blvd,11101-1726,"3718 Queens Blvd, Long Island City, NY 11101-1726",Free_parking Free_High_Speed_Internet_(WiFi) Hot_tub Free_breakfast Fax_photocopying Baggage_storage Concierge 24-hour_front_desk ,Air_conditioning Housekeeping Flatscreen_TV ,,2,1288.5,3,1021,4,3.5,3.5,3.5
Courtyard Fort Lauderdale North/Cypress Creek,https://www.tripadvisor.in/Hotel_Review-g34227-d87266-Reviews-Courtyard_Fort_Lauderdale_North_Cypress_Creek-Fort_Lauderdale_Broward_County_Florida.html,United States,United States Florida Fort Lauderdale,2440 W Cypress Creek Rd,33309-1829,"2440 W Cypress Creek Rd, Fort Lauderdale, FL 33309-1829",Parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Shuttle_bus_service Business_Center_with_Internet_Access Conference_facilities ,Air_conditioning Housekeeping Room_service Safe Microwave Flatscreen_TV ,Business Modern ,3,1962.5,4,392,3.5,4.5,4.5,4
Aqua Aloha Surf Waikiki,https://www.tripadvisor.in/Hotel_Review-g60982-d86959-Reviews-Aqua_Aloha_Surf_Waikiki-Honolulu_Oahu_Hawaii.html,United States,United States Hawaii Oahu Honolulu Waikiki,444 Kanekapolei Street,96815-3099,"444 Kanekapolei Street, Honolulu, Oahu, HI 96815-3099",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Pool Breakfast_buffet Meeting_rooms Fax_photocopying Baggage_storage Concierge ,Air_conditioning Housekeeping Private_balcony Safe Microwave Refrigerator Flatscreen_TV ,Mid-range Family ,3,1782.5,3.5,1800,4,4,4,4
Movenpick Hotel Amsterdam City Centre,https://www.tripadvisor.in/Hotel_Review-g188590-d601686-Reviews-Movenpick_Hotel_Amsterdam_City_Centre-Amsterdam_North_Holland_Province.html,The Netherlands,The Netherlands North Holland Province Amsterdam Amsterdam East / Zeeburg / Eastern Docklands (Oostelijk Havengebied),Piet Heinkade 11,1019 BR,"Piet Heinkade 11, 1019 BR Amsterdam The Netherlands",Parking Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Bar_lounge Bicycle_rental Children_Activities_(Kid_Family_Friendly) Free_shuttle_or_taxi_services Business_Center_with_Internet_Access ,Air_conditioning Housekeeping Interconnected_rooms_available Room_service Minibar Refrigerator Flatscreen_TV On-demand_movies ,Green Harbor_View ,4,2684,4.5,7302,4,4.5,4.5,4
Munich Marriott Hotel,https://www.tripadvisor.in/Hotel_Review-g187309-d199639-Reviews-Munich_Marriott_Hotel-Munich_Upper_Bavaria_Bavaria.html,Germany,Germany Bavaria Upper Bavaria Munich,Berliner Str. 93,80805,"Berliner Str. 93, 80805 Munich, Bavaria Germany",Electric_vehicle_charging_station Wifi Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Pets_Allowed_(_Dog_Pet_Friendly_) Car_hire Business_Center_with_Internet_Access ,Air_conditioning Desk Housekeeping Interconnected_rooms_available Coffee_tea_maker Minibar Flatscreen_TV Bath_shower ,Green Business ,4,2477,4,1484,4,4.5,4,4
Embassy Suites by Hilton Philadelphia Airport,https://www.tripadvisor.in/Hotel_Review-g60795-d96686-Reviews-Embassy_Suites_by_Hilton_Philadelphia_Airport-Philadelphia_Pennsylvania.html,United States,United States Pennsylvania Philadelphia,9000 Bartram Ave,19153-3114,"9000 Bartram Ave, Philadelphia, PA 19153-3114",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Free_airport_transportation Business_Center_with_Internet_Access Conference_facilities ,Air_conditioning Room_service Safe Microwave Refrigerator Flatscreen_TV ,Mid-range Family ,3,1984,3.5,2032,4,4,4,3.5
The Hotel At Fifth Avenue,https://www.tripadvisor.in/Hotel_Review-g60763-d99774-Reviews-The_Hotel_At_Fifth_Avenue-New_York_City_New_York.html,United States,United States New York New York City Manhattan / Tenderloin / Koreatown / Midtown,17 West 32nd Street,10001-3820,"17 West 32nd Street, New York City, NY 10001-3820",Paid_private_parking_nearby Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Coffee_shop Airport_transportation Fax_photocopying Rooftop_terrace Baggage_storage ,Air_conditioning Housekeeping Safe Telephone Coffee_tea_maker Flatscreen_TV Bath_shower Hair_dryer ,,3,2477.5,4,3088,4.5,4,4,4
Hotel Versey Days Inn by Wyndham Chicago,https://www.tripadvisor.in/Hotel_Review-g35805-d87571-Reviews-Hotel_Versey_Days_Inn_by_Wyndham_Chicago-Chicago_Illinois.html,United States,United States Illinois Chicago North Side / Lake View / Lake View East,644 W Diversey Pkwy,60614-2068,"644 W Diversey Pkwy, Chicago, IL 60614-2068",Free_High_Speed_Internet_(WiFi) Wifi Kids_stay_free Fax_photocopying Baggage_storage Concierge 24-hour_front_desk Dry_cleaning ,Air_conditioning Desk Housekeeping Telephone Coffee_tea_maker Cable_satellite_TV Flatscreen_TV Complimentary_toiletries ,Family Business ,3,2242,4,3064,4.5,4.5,4.5,4
Travelodge by Wyndham Downtown Chicago,https://www.tripadvisor.in/Hotel_Review-g35805-d87576-Reviews-Travelodge_by_Wyndham_Downtown_Chicago-Chicago_Illinois.html,United States,United States Illinois Chicago Central / Downtown / The Loop,65 E Harrison St Wabash St & Harrison St,60605-1614,"65 E Harrison St Wabash St & Harrison St, Chicago, IL 60605-1614",Valet_parking Free_High_Speed_Internet_(WiFi) Vending_machine Fax_photocopying Baggage_storage Concierge 24-hour_front_desk Laundry_service ,Air_conditioning Housekeeping Safe Flatscreen_TV Hair_dryer ,Mid-range ,2,1609.5,3,2461,4.5,3.5,3.5,3.5
Comfort Hotel Osaka Shinsaibashi,https://www.tripadvisor.in/Hotel_Review-g14127623-d299468-Reviews-Comfort_Hotel_Osaka_Shinsaibashi-Chuo_Osaka_Osaka_Prefecture_Kinki.html,Japan,Japan Kinki Osaka Prefecture Osaka Chuo,1-15-15 Higashi-Shinsaibashi,542-0083,"1-15-15 Higashi-Shinsaibashi, Chuo, Osaka 542-0083 Osaka Prefecture",Paid_public_parking_nearby Free_High_Speed_Internet_(WiFi) Free_breakfast Fax_photocopying Massage Baggage_storage Non-smoking_hotel 24-hour_front_desk ,Air_conditioning Room_service Safe Iron Refrigerator Flatscreen_TV ,Centrally_Located Business ,3,977,4,316,4.5,4,4,4
Regent Taipei,https://www.tripadvisor.in/Hotel_Review-g13808671-d301429-Reviews-Regent_Taipei-Zhongshan_District_Taipei.html,Taiwan,Taiwan Taipei Zhongshan District,"No. 3, Ln. 39, Sec. 2 Zhongshan N. Rd.",104,"No. 3, Ln. 39, Sec. 2 Zhongshan N. Rd., Taipei 104 Taiwan",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Bar_lounge Bicycle_rental Airport_transportation Business_Center_with_Internet_Access ,Air_conditioning Housekeeping Private_balcony Room_service Safe Minibar Refrigerator Flatscreen_TV ,Great_View Quiet ,5,2416.5,4.5,3373,4.5,5,4.5,4.5
Howard Johnson Hotel by Wyndham Vancouver Downtown,https://www.tripadvisor.in/Hotel_Review-g154943-d188186-Reviews-Howard_Johnson_Hotel_by_Wyndham_Vancouver_Downtown-Vancouver_British_Columbia.html,Canada,Canada British Columbia Vancouver Granville Street / Central / Downtown,1176 Granville St,V6Z 1L8,"1176 Granville St, Vancouver, British Columbia V6Z 1L8 Canada",Parking Free_High_Speed_Internet_(WiFi) Wifi Bar_lounge Baggage_storage Newspaper 24-hour_front_desk Laundry_service ,Safe Flatscreen_TV ,Centrally_Located ,3,1649,2.5,121,3.5,3,3,2.5
Red Lion Inn & Suites Long Island City,https://www.tripadvisor.in/Hotel_Review-g48080-d281640-Reviews-Red_Lion_Inn_Suites_Long_Island_City-Long_Island_City_Queens_New_York.html,United States,United States New York Queens Long Island City,42-24 Crescent St,11101-4217,"42-24 Crescent St, Long Island City, NY 11101-4217",Free_High_Speed_Internet_(WiFi) Wifi Fitness_Center_with_Gym_Workout_Room Free_breakfast Breakfast_available Breakfast_buffet Non-smoking_hotel 24-hour_front_desk ,Blackout_curtains Air_conditioning Housekeeping Safe Flatscreen_TV ,,2,1508,4,646,4,4,4,4
Wingate by Wyndham Charleston Airport Coliseum,https://www.tripadvisor.in/Hotel_Review-g54370-d6434578-Reviews-Wingate_by_Wyndham_Charleston_Airport_Coliseum-North_Charleston_South_Carolina.html,United States,United States South Carolina Coastal South Carolina North Charleston,4701 Saul White Blvd,29418-7923,"4701 Saul White Blvd, North Charleston, SC 29418-7923",Free_parking Free_High_Speed_Internet_(WiFi) Pool Fitness_Center_with_Gym_Workout_Room Free_breakfast Free_shuttle_or_taxi_services Business_Center_with_Internet_Access Fax_photocopying ,Flatscreen_TV ,,3,1198.5,3.5,835,4,4,4,4
Holiday Inn Krakow City Center,https://www.tripadvisor.in/Hotel_Review-g274772-d277356-Reviews-Holiday_Inn_Krakow_City_Center-Krakow_Lesser_Poland_Province_Southern_Poland.html,Poland,Poland Southern Poland Lesser Poland Province Krakow Stare Miasto / Wesoła Zachód,Wielopole 4,31-072,"Wielopole 4, Krakow 31-072 Poland",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Bar_lounge Hiking Pets_Allowed_(_Dog_Pet_Friendly_) Airport_transportation Business_Center_with_Internet_Access ,Allergy-free_room Air_conditioning Housekeeping Room_service Safe Minibar Flatscreen_TV Hair_dryer ,Family Centrally_Located ,5,1457.5,4.5,936,5,5,4.5,4.5
Mercure Warszawa Centrum,https://www.tripadvisor.in/Hotel_Review-g274856-d275042-Reviews-Mercure_Warszawa_Centrum-Warsaw_Mazovia_Province_Central_Poland.html,Poland,Poland Central Poland Mazovia Province Warsaw Śródmieście Północne,Ul. Zlota 48/54,00-120,"Ul. Zlota 48/54, Warsaw 00-120 Poland",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Hot_tub Fitness_Center_with_Gym_Workout_Room Bar_lounge Pets_Allowed_(_Dog_Pet_Friendly_) Airport_transportation Business_Center_with_Internet_Access ,Soundproof_rooms Air_conditioning Housekeeping Room_service Safe Minibar Flatscreen_TV Hair_dryer ,Centrally_Located Modern ,4,991.5,4.5,2635,4.5,4.5,4.5,4
Millennium Gloucester Hotel London Kensington,https://www.tripadvisor.in/Hotel_Review-g186338-d193125-Reviews-Millennium_Gloucester_Hotel_London_Kensington-London_England.html,United Kingdom,United Kingdom England London South Kensington,4 - 18 Harrington Gardens,SW7 4LH,"4 - 18 Harrington Gardens, London SW7 4LH England",Paid_private_parking_on-site Wifi Fitness_Center_with_Gym_Workout_Room Bar_lounge Car_hire Business_Center_with_Internet_Access Conference_facilities 24-hour_security ,Air_conditioning Housekeeping Room_service Safe VIP_room_facilities Refrigerator Flatscreen_TV ,,4,1969,3.5,6026,4.5,4,4,4
Holiday Inn London Bloomsbury,https://www.tripadvisor.in/Hotel_Review-g186338-d193648-Reviews-Holiday_Inn_London_Bloomsbury-London_England.html,United Kingdom,United Kingdom England London Bloomsbury,Coram Street Russell Square,WC1N 1HT,"Coram Street Russell Square, London WC1N 1HT England",Paid_public_parking_on-site Free_High_Speed_Internet_(WiFi) Bar_lounge Taxi_service Business_Center_with_Internet_Access Conference_facilities Baggage_storage Concierge ,Air_conditioning Housekeeping Room_service Safe Flatscreen_TV ,Family Centrally_Located ,4,2328,4,3555,4.5,4.5,4,3.5
Courtyard New York Manhattan/Midtown East,https://www.tripadvisor.in/Hotel_Review-g60763-d99371-Reviews-Courtyard_New_York_Manhattan_Midtown_East-New_York_City_New_York.html,United States,United States New York New York City Manhattan / Turtle Bay / Midtown East,866 Third Avenue,10022-6221,"866 Third Avenue, New York City, NY 10022-6221",Paid_private_parking_on-site Free_High_Speed_Internet_(WiFi) Fitness_Center_with_Gym_Workout_Room Coffee_shop Bicycle_rental Car_hire Conference_facilities Meeting_rooms ,Soundproof_rooms Air_conditioning Housekeeping Safe Iron Flatscreen_TV ,Mid-range Family ,3,3411.5,4.5,2771,4.5,4.5,4.5,4
